audio,transcript,sampling_rate,duration
./raw_data/Conte_16_Kiib_a_Naamde.mp3,"Kɩɩb a Naamde kibare.
Rao a yembr n da tar a kamba a yiibu, la a yembrã ra yaa kɩɩba (bala, a ma wã ra kiime n bas-a), t’a yʋʋr la a Naamde. Kɩɩb a Naamd da tara zũur a nugẽ. La, b yiibã sã n yi n dabd kʋɩlga, sakã nebã fãa yetame, t'a Naamd zũurã be neere. La b sã n wa lebg n kuili, a yembrã yeta a ba wã, t’a pidg a Naamd zũurã, n kõ yẽ. La, a pʋda yɩɩlle: «Pagbã loogda, a Naamd zũurã be neere, raopã zãnga, a Naamd zũurã be neere.»
La, a ba wã sɩd wa makame, n kong n deeg zũurã n kõ-a. B sẽn le yi, n dabd kʋɩlg yasa, nebã yetame, tɩ kɩɩb a Naamd be neere. B sẽn lebg n kuili, a yembrã le yeela a ba wã, t’a kʋ a Naamde, bala, nebã fãa yetame, t’a Naamd be neere. A ba wã sɩd makame n konge, n ya n kʋ a Naamd n mum-a. La, ne rẽ fãa, nebã fãa sã n loogdẽ, b yetame, tɩ biigã yaoogã be neere. Biigã le yeelame, t’a ba wã kõdg yaoogã tomã, n fãeege, tɩ nebã bas b goamã. La, a ba wã sɩd kõdga kabrã tomã n lobe. La, saag sẽn wa n ni, tɩ koomã zoe n kẽ bokã n pidi, sakã pagbã ne rapã sã n loogdẽ, b yetame, tɩ kabrã koom be neere.
Biigã gom-toogã yĩng kɩtame, tɩ ba wã ne biigã, naag taab n kẽ, n na n kõdg koomã, la, b sẽn kẽ wã, b yiibã fãa paa be n ki.
Bi-kaseng segdame, n tall bi-kaseng yam.",44100,139.7062358276644
./raw_data/Conte_03_Arzek_soaba.mp3,"Arzẽk soab a ye kibare.
Arzɛk soab n da be tẽng a yembr pʋgẽ, n tar pagb la kamb wʋsgo. A rũm-bãoonegã pa tõe n sõd n sa ye : Niisi, piisi, bʋʋse, noos la kĩini. La ne rẽ fãa, a ra koosda gʋʋr la taba.
La, ra yaa ned me, sẽn dɩk ligdi, tɩ lebg a Wẽnnaam. Ned sã n da a bũmbu, t’a ligd pa a nengẽ, a soab pa tõe n le paam ligd-kãng ye. Fo sã n pa tar ligd me, f ka tõe n paam bũmb a nengẽ ye. Ned bʋʋg bɩ a pesg sã n lʋɩ a rũmsã sʋka, a ka le yit ye; yẽ n na n soog-a. La, sãan sã n wa sig-a, yaa rũng ning a sẽn ka so wã, la a na n yõk n kʋ n moneg sãanã, sẽn na yɩl, tɩ sãanã sũur yɩ noogo, t’a ning-a barka. Bala, nebã yetame, tɩ f sã n maan sãan yel-sõmde, a wat n leba f menga, wall f kamba.
La nin-kãngã ra yĩmame, tɩ yẽ sẽn wẽgd nebã, tõe n leba a menga, tɩ b ka gomd a kambã ye. La, sẽn ya yell n tɩ yɩɩda, yaa tɩ f tɩɩm ka tõe-a ye. Fo ka tõe me, n bool-a bʋʋd ye, tɩ bala, a tara tõogo, hal tɩ tẽngã nebã fãa wa gomd a yelle.
La sẽn wa n beẽ n beẽ, Wẽnnaam nin-sõng a ye, n da bʋʋg ne pesg n na n gʋʋle. Tɩ bʋʋgã tõsga a wĩirã, n kẽng n tɩ lagem a rũmsã. Tɩ nin-sõngã yet t’a na n gome, tɩ tẽngã nebã yeel-a, t’a pĩnd n sĩnd a noorã, tɩ arzɛkã soaba ka nin-sõng ye. La ne rẽ fãa, rao wã kell n talla raoodo, n kẽng n tɩ yãnd arzɛkã soaba n yeel-a : «Mam daa bʋʋg n loe n na n gʋʋle, t’a tõsg a wĩirã n wa naag yãmb rũmsã. Ad-a sẽn gãe, m bõos n yõk-a ». Tɩ arzɛkã soab leok-a : «Yaa ziri, bʋ-kãngã roga ka n bɩ ka , yaa mam bʋʋga; da bao m noor yibeoogã ye». La, bʋʋgã soab sẽn mi a yellã yĩnga, a ka bao n na n bʋ ne-a ye. A yeela arzɛkã soab bala : «Wẽnnaam yaa m kaset soaba. Foom, la m kaset a yiib-n-soaba. Sã n mikame, tɩ bʋʋgã yaa mam dẽnda, ka ne vẽere, d na gese. Fo rũmsã fãa na sa, n bas-fo ».
Sɩd me, sẽoogã sẽn wa n ta, saag n tãs a rũmsã n kʋ n kell rũms piiga. Dẽ poore, we-baas n wa n yõg a rũmsã fãa, n wãb n kell rao wã bʋʋg bala.
Rẽ wã, Wẽnnaam deegda ka-pãng soab zĩig n zabe.",44100,200.07596371882087
./raw_data/Conte_11_Kuum_ne_dasaare.mp3,"Kũum ne dasãare !
Rao n wa n kẽng bagre. La, bagrã soab yeel-a lame, t’a bao yɩbrg-vɩɩga, n bila a yĩngã, la a rɩke, n maan maoongo, rasem a yopoe pʋgẽ, sã n ka rẽ, a na n kiime. Rao wã pelẽnga, yɩkame, t’a yik n dɩk weoogã sore, n tar yãbr n teesdẽ. La, a wa n tɩ sega pʋg-yãanga a yembre. La, a sok-a lame t’a yeele : «Mam kẽngame, n na n tɩ bao m yɛl võore, bagr soab nengẽ, t’a yeele, tɩ m bao yɩbrg-vɩɩg n bil m yĩngã, n maan maoongo. La, m na n paam-a la yɛ?». La pʋg-yãangã yeelame : «Tɩ sã n ya woto tɛka, ka toog ye. Bao dasãare, n kẽng zĩ-peelẽ wã, n tɩ gãand zãmbeelle, f poorã zugu, n nodg f ninã, wa f kiime. Yɩbrdã sã n yã foo, b na n tẽeme, tɩ yaa kũum, tɩ b na n dɩ. Tɩ f paam-ba, n yõke.»
Rao wã kẽngame, n sɩd maane, wa pʋg-yãangã sẽn yeelã. Sẽn yɩ bilf bala, la yɩbrg naab sẽn laale, n wa ta n sãage, n kẽng n tɩ ta, n zomb tɩɩga, n yetẽ : «Õ’õ, mam nan pa rɩ kũum, ne dasãar ye». Rẽ poore, yʋʋm a tãab yɩbrgo, n wa n ta, n laandẽ, n dat n sigi, n dɩ-a. La, yɩbrg naab bool-a lame, n soke : «Fo sẽn dog tɛka, fo yãa kũum ne dasãare ?» T’a yet tɩ ayoo ! «Bɩ, f loog n bao zĩiga, n zaoonde». Sẽn kaoos bilfu, la yʋʋm a yiib yɩbrg sẽn wa n ta n laandẽ, n dat n dɩ rao wã, tɩ yɩbrg naab bool-a n soke : «Fo sẽn dog tɛka, fo rɩɩ kũum ne dasãare? » T’a yet tɩ ayoo! «Bɩ, f bao zĩig n zaoonde».
Yʋʋmd a yembr yɩbrg me, n ta, n laandẽ. Tɩ b naabã sok-a : «Fo sẽn dog tɛka, fo rɩɩ kũum ne dasãare ?» La, a leokame, tɩ yẽ sẽn dɩ a buudu, yaa wʋsgo. La, yɩbr naab yeel-a lame, t’a gũus a menga, la a ka kelg ye. A yɩkame, n tɩ zomb rao wã zugu, n na n dɩ-a, tɩ rao wã be a nao wã gãdbẽ, n tar a mengã yĩng bilbu.
 
Rẽ wã, nin-kẽem sã n sagl biiga, bɩ a reege, la a ra paoog-a, t’a yãa pĩnda.",44100,189.49424036281178
./raw_data/Conte_18_Soaamb_ne_m_ba_Kaoongo.mp3,"M ba Soaamb ne m ba Kãoongo.
We-rũmsã fãa, wa n tigma taaba, n yiis noor n yeele : «Ned ning fãa sẽn wɩd a to, bɩ weeogã kʋ-a.» La, b yãka m ba Soaamba, t’a lʋɩ b taoore, n gese, tɩ rũmsã fãa tũ noorã.
Dẽ poore, m ba Soaamb baoo ki ne bʋdb koore, n tɩ be sor noor pĩig zugu, n bʋtẽ. La, we-rũng fãa sẽn loogd n pʋʋs m ba Soaamba, a yet-a lame : «Mam me, wa n maanda bilf-bilf ka, n gũud saaga.» La, a soab sã n ta taoore, a yetame : «Yaa tɩ d ra wɩd d taaba yĩnga, la a maand woto bɩ, sã n ka rẽ, ãnda n tõe n bʋd pĩig zug n paam ki ?» A soab sã n yeel woto, a rokdame n lʋɩ n ki, tɩ m ba Soaamb kẽng n tɩ rɩk-a, n kuil n tɩ maneg n rɩ ne a paga.
Sẽn beẽ n beẽ, m ba Kãoong wa n wʋma kibarã, t’a bao kaam ne rʋko, n tʋk n dɩk sore, n teesd m ba Soaamb sẽn beẽ wã sẽnẽ. A sẽn wa n ta m ba Soaamb zĩigẽ wã, a pʋʋs-a lame. M ba Soaamb sok-a lame: «Yaa noog ne rʋko?» La, m ba Kãoong leok-a lame : «Mam tʋka kaam ne rʋko, n dabd n na n tɩ pãnem m zugu. Tɩ m ba Soaamb yeel-a, tɩ, Wẽnd na sik laafɩ. T’a Kãoong le rɩk sore.
La, a sẽn wa n zãage, m ba Soaamb roogame, n yals n yeele : «Way ! B sẽn yeel tɩ d ra wɩd taab yĩng bɩ, sã n ka rẽ, zu-koeemdã, fo zoobdã bee yɛ, sẽn pãnemde?» M ba Soaamb me rokame, n lʋɩ n ki, t’a Kãoong lebg n wa rɩk-a.
Rẽ wã, yam yɩɩd m zoa sãamda zoodo.",44100,139.57553287981858
./raw_data/Conte_04_Zood_yobg.mp3,"Zood yõbg yelle.
Wakat fãa, kinkirg a yembr n yit weoogã pʋgẽ, n lebgd ned n wat n dood tẽn-bil a ye raaga. La, a wa n yõga zood ne rao a ye. La, a sã n wa raag fãa, b bee ne taaba.
La, rao wã n yikame, n zomb a wed-moaag n na n tɩ kaag-a. La, a sẽn wa n ta zakẽ wã n pʋʋse, a zoa wã sẽn ya kinkirgã, sɩd yiime n pʋʋs-a, n lebg n kẽ a roogẽ. La, vugr bala, zakã lebga kãgre. Tɩ rao wã ket n zĩẽ, sẽn yi bilfu, la kinkirgã ba wã la a ma wã, tɩ yi n pʋʋs-a n lebg n kẽ. La, rao wã wed-moaagã wa n kʋmame, t’a tik n yiki, n tɩ kolg-a. La wed-moaagã yeel-a lame : «Mam yãbr a tãab-n-soabã sã n mik tõnd ka, b na n kʋʋ tõndo». La rao wã lebgame, n tɩ zĩndi. La wed-moaagã le kʋmame, tɩ rao wã yik n wudg n tɩ ta, n yɩk n zomb wed-moaagã, n na n zoe n kuili. La, a zoa wã me lebga neda, n zomb a wed-moaaga, n na n dig-a. B sẽn tar taab rigbu, rao wã wed-moaagã wa n yaame, tɩ bɛ wã ket n pʋgd-a. Tɩ rao wã yeel a wed-moaagã : «Sã n yaa m ba ne m ma n da foo n kõ maam, bɩ f ra sak tɩ yãnd paam maam ye». Wakat-kãnga, rao wã kẽem bãnga a yamẽ, t’a yao wã bee yell pʋga. A tik n yikame, n dɩk a bug-raoogo, n bob n yɩk n zomb a wed-moaagã, n dɩk sorã, n na n babs-ba. La, a wa n tool n ne-b, b sẽn wate, tɩ wubsgã tʋke. T’a yalse, n maneg a bug-raoogã, n tees n gũudẽ. La, a yao wã wa n pɩʋʋgame, t’a kẽemã kell n tees bug-raoogã, ned ning sẽn pʋgdã zugu, n wẽ, tɩ kinkirgã yak n lʋɩ n ki.
Rẽ wã, zood yõgda ne gũusgu.",44100,147.78396825396825
./raw_data/Conte_17_M_ba_Laabo.mp3,"M ba Laabo kibare.
Daar a ye, m ba Soaamba, ne m ba Katre, wa n yii gõobo. La, fo sã n yã gɛla, n yet tɩ ad m gelle, f kiidame. La, a Katr ra ka mi ye. La, b gõobã pʋga, b tɩ yãa gɛla, tɩ m ba Katr yɩ tao-tao, n yeel tɩ, ad m gɛla, la, a rokame, n lʋɩ n ki, tɩ m ba Soaamb tebg-a n kuili.
Talla woto, hal tɩ wa gilg n ta m ba Laabo. B sẽn wa n tar gõob weoogã pʋga, m ba Soaamb wa n yeela m ba Laabo, t’a tees nug-goabga, tɩ yẽ tees nug-rɩtgo. La, a Laab sakame. Mik gɛl n da be be sẽnẽ. A sẽn wa n kẽn n ta gɛlã zĩigẽ wã, a sĩnda a noore, n kell n sãag n tɩ seg m ba Soaamba. La, m ba Soaamb gõdga ne a Laabo, n lebg n wa ta gɛlã zĩigẽ, n yeel-a : «Yeel tɩ ad m gɛ... T’a Laab yeele :  «Ad m gɛ...» Soaamb wa n baas n yeela m ba Laabo, t’a yeel tɩ : «Ad m gɛla.» La, sẽn yaa m ba Soaamb n deng yeelã yĩnga, a kiime, t’a Laab rɩk-a, n tɩ maneg n dʋge.
Rẽ wã, sɩlem-bag-bage, yaa sɩlem-kẽkdga.",44100,97.53984126984128
./raw_data/Conte_08_M_ba_Soamba_la_m_ba_Katre.mp3,"M ba Soaamb la m ba Katre kibare.
Daar a ye, noosã maana tigr n na n sao. La, sẽn na n yɩlẽ, tɩ reemã yɩ noogo, m ba Soaamb kẽnga ne kʋnde, koom ne guugu, n tɩ ta n pʋʋs-ba. La noosã soka m ba Soaamba : «Yaa noog ne kʋnde, koom la guugu ? ». La, m ba Soaamb leok-b lame : «Kʋndã, yaa sẽn na n tar n wẽedẽ, tɩ y saoodẽ. Guugã, yaa sẽn na n tar n gũud yãmba. Koomã, yaa sẽn na n tar n walgd zĩigã, tɩ wubsgã ra yikdẽ ye.» La, m ba Soaamb wa n sɩnga kʋndã wẽebo, hal tɩ noosã tar saooga. M ba Soaamb wa n basa kʋndã wẽebo, la a yɩ tao-tao, n dʋ tɩɩgã ne koomã, n walge. Noosã zoe n kẽe roogẽ, n tẽed tɩ yaa saaga n niidẽ. T’a sig n dɩk a guugã, n kẽ n pãb noosã, n kʋ, n wʋk n sui a waoogẽ, n kuil n tɩ kõ a paga, t’a maneg n dʋg tɩ b wãbe.
M ba Katr pagã, wa n na n moka bugum, m ba Soaamb zakẽ wã. La, b yãka nemdã n kõ-a, t’a kuil n tɩ wãb ne a sɩda. La, m ba a Katr yeela a pagã : «Ad nemdã yaa noog dɛ». La, a pagã sũur puugame t’a yeel-a  : «Fo ka bark ye. Fo taaba fãa wat n kõta b pagbã rɩɩbo, tɩ b rɩtẽ. La fo zɩ, n wa ne rɩɩb ka ye».
M ba Katr sãdame n tɩ nek m ba Soaamb n soke : «Fo maanda wãn to-to, n paamd nemdã woto fãa, n wat n dɩt ne f zak-rãmba? » La, m ba Soaamb yeel-a lame : «Beoogo, bɩ y wa ne kʋnde, koom la gũug tɩ d kẽnge». Katr tɩ maka gõeem, n kong n yik n yõgneg bugum n wa yeel m ba Soaamba, tɩ beoogã vẽegame, la, a yik tɩ b looge. Tɩ m ba Soaamb yeel-a : «Kẽng-y, tɩ pʋg-yãang sã n tĩs bɩ y wa tɩ d looge». M ba Katr tɩ baoo tɩpare, n to, n kẽng n tɩ ning pʋg-yãang kokorẽ. La, pʋg-yãang tĩsame t’a lebg n wa yã m ba Soaamba, n yet t’a yik tɩ b looge. T’a Soaamb yeel-a : «Kẽng-y tɩ no-raoog sã n kũmi, bɩ y lebg n wa». M ba Katr kẽngame, n tɩ wẽoog no-raoog kokor tɩ noaagã kelme, t’a lebg n wa. M ba Soaamb yaool n mak n kongame, n yiki, tɩ b tũ taab n looge. La, a Soaamb yeela m ba Katre : «Y sã n ta, bɩ y pʋʋs-b fãa. B sã n sok teed nins yãmb sẽn zãadã yelle, bɩ y yeel-ba : «Kʋndã, yaa sẽn na n tar n wẽedẽ, tɩ y saoodẽ. Koomã, yaa sẽn na n tar n walgd zĩigã, tɩ wubsgã ra yikdẽ ye. Guugã, yaa sẽn na n tall n kẽ n pãb yãmb n kʋ».
B sẽn wa n ta, m ba Katr pʋʋsa noosã, tɩ b sok-a : «M ba Katre ! kʋndã, koomã, la guugã, yaa sẽn na n tar n maand bõe ?». Tɩ m ba Katr yeele: «Koomã, yaa sẽn na n tar n walgd zĩigã, tɩ wubsgã ra yikdẽ ye. Kʋndã, yaa sẽn na n tar n wẽedẽ, tɩ y saoodẽ. Guugã, yaa sẽn na n tall n kẽ n pãb yãmb n kʋ».
M ba Katr wa n sɩd sɩnga kʋndã wẽebo, tɩ noosã me sɩng saooga, wa yell ka be ye. La, m ba Katr wa n yikame, n dɩk koomã, n walge. Tɩ noosã zoe n kẽ roogã pʋga, n yɩ tao-tao, n pak fenetrã, n bas vɩʋʋgo. A Katr me, yɩɩ tao-tao, n wa ta, n na n pãb-b ne guugã. Tɩ noosã tũ fenetrã, n yi, tɩ b kõbdã sʋʋg n pa. M ba Katr sẽn yã rẽ wã, a tẽedame, tɩ yaa noosã, t’a kẽng n ta, n kool n sui a waoogẽ, n tall n kuili. A sẽn ta a yiri, a yeela a pagã : «Vaag baag bɛndã, n lob tãmpʋʋrẽ, tɩ rɩ-bɛd waame». La, a pagã sɩd vaaga baag bɛndã, n lobe. La, m ba Katr sẽn zuk waoogã, n pẽes no-kõbdã, n tẽed t’a na n yãa noaag a pʋgẽ, a pa yã baa fɩ. T’a sũurã sãame, t’a yãs sɩɩ...
Rẽ wã, pẽdgr yiisda yam, n tõe kɩte, t’a soab kẽ moogo, t’a baasg lebg sũ-sãanga.",44100,338.9241950113379
./raw_data/Conte_09_Weoognaaba.mp3,"M ba Soaamba, ne m ba Katre, ne m ba Weoognaaba kibare.
M ba Soaamba, m ba Katre, ne m ba Weoognaaba, naaga taaba, n ko ki, n ning baoor tɩ pidi. La ned kam fãa, sẽn wa n na n leb a yiri, b kõo taab sɛka, n na n lebg n wa pʋɩ ki wã.
La, m ba Soaamb lebgame, n wa kẽ baoorã pʋgẽ, n dɩ ki wã, n kell kɩdga. La, sɛkã daar sẽn wa n ta, b fãa sɩd waame, n na n pʋɩ ki wã. La, b sẽn lɩk baoorã pʋga, b mikame, tɩ ki wã kella kɩdga. Tɩ b sok ned fãa, n na n bãnge, ãnda n dɩ ki wã. La, b soka m ba Katre : «Yaa foom, n dɩ ki wã bɩ?» La, m ba Katr leokame : «Ayoo ! Mam sẽn yi ka, badaarã, mam kẽnga keedẽ, n yi keedẽ, n kẽng yõobẽ, n yi yõobẽ, n kẽng bʋdbẽ, n yi bʋdbẽ, n kẽng koobẽ, n yi koobẽ, n kẽng bɛng rɩgsgo, n yi bɛng rɩgsgo, n kẽng kẽebgẽ, n yi kẽebgẽ, n kẽng tigsgẽ, n yi tigsgẽ, n kẽng rɩɩbẽ. Mam sẽn nan wat la woto ». La, b soka m ba Soaamba, ne m ba Weoognaaba, tɩ bãmb me leoke, wa, m ba Katr sẽn leokã. La, b sẽn na n maan bũmb ning marsã, n bãng ned ning sẽn dɩ-a ki wã, b rɩka ka-kellã, n pãb n yelge, n maan zom-pãrga, n ning wamd pʋgẽ, n dɩk n doglg nobg wɛɛsẽ n yaool yeel ned fãa, t’a yɩk n zʋʋg zomã ne wamdã. La, a Katr ne, a Weoognaab tõog n yɩkame, n zʋʋg wamdã ne zomã, tɩ bũmb ka maan ye. La, m ba Soaamb sã n mak t’a na n yɩk fãa, a ka tõe ye, t’a yetẽ : «Yaa fũugã n liib maam». T’a yãk fũugã, n dɩglge, n le mak t’a na n yɩke, n ka tõog ye, n le yeele : «Yaa mam puglã n liib maam».
B fãa wa n bãnga vẽeneg pay, marsã, tɩ yaa m ba Soaamba, n dɩ ki wã. Tɩ b na n dig-a. B sẽn tar a rigbã, b wa tɩ n yãa nob-miidu, la, m ba Soaamb yɩɩ tao-tao, n yeel-ba : «Yãmb basa rɩɩbo, n digd maam zaalem ». Tɩ b fãa naag taaba, n sok-a : «Rɩɩbã bɛ ?» Tɩ m ba Soaamb yeele : «Ad nob-miidu ». La, b fãa kẽe nob-miidã wãbre, n bas tɩ m ba Soaamb zoe n solge.
Rẽ wã, sɩlem-wẽng soab sã n be sull pʋgẽ, sullã neb raabo, ka baasd neer ye. Rẽnd tɩ b mao t’a soab toeem zʋgo.",44100,208.07845804988662
./raw_data/Conte_07_Bi-biig.mp3,"Bi-bɩɩg a yembr kibare.
Bi-bɩɩg a ye n paam zu-noogo, tɩ Wẽnnaam ning-a barka, t’a sɩng tolbo, n daad ki, bɛnga, la kood buud toor-toore, n paas ne rũm-bãoonego, n leebdẽ, tɩ sɩd tar barka.
La, yʋʋm piig loogr poore, a arzɛkã sɩd fɩɩga sõma. La rao wã, sẽn da tar sulg-m-meng yĩnga, kɩtame, tɩ nebã ra waoogd-a. Ra yaa ned me, sẽn da get a roagdbã yell sõma. La, nebã wa n sɩngame, n yet rao wã: «Haya! fo sã n ka gilim n bao kogl-m-menga, f bɛɛbã na n kʋ-f lame, wala b sãam f paoongã ». La rẽ tɛka, rao wã pa le tõe n gũs ye. Tɩ bala, a ra tara tagsg wʋsg a mengã ne a paoongã yĩnga. T’a na n dɩk yellã, n togs a zoa a yembre. La, a zoa wã, yãag-a-la tɩɩm soab nengẽ, n tɩ ta n togs a zu-loɛɛgã. La tɩɩmã soab yeel-b lame : «Yãmb sẽn ta ka wã, bɩ y ra le maan yɩɩr ye. Yãnd ka na n yã yãmb ye, y yellã manegame. Tɩɩm ning mam sẽn na n kõ foomã, fo sã n wa n lebg n ta yiri, bɩ f ning-a bẽerẽ, n dɩ la f tall raoodo. Ned sã n bao n na n maan foom wẽng marsã, wẽngã na n leba a soaba. La, tɩɩmã kisa fo sẽn na n kãab ned wẽnga, bala, kãabgã na n paama pidsgu, a soabã vɩɩm pʋgẽ, fo me na n paama yelle».
B sẽn sɩd reeg tɩɩmã n kuili, b sɩd tɩ maana wa a sẽn togsã. La, biigã sẽn bãng tɩ ned a to ka le tõe n maan-a wẽngã, wuk-m-meng kẽ-a lame, t’a toor ka le be ne ned a to yas ye. La, moos maana b yel-bũndi : «Lar sã n noome, a to n kɛ a saala». A tʋʋm-yoodã, la nebã kãabgã, la b paoogrã, Wẽnnaam bas-a lame, t’a paoongã sat n dabda, t’a zakã pʋga, wʋm-taab ka le be yẽ ne a pagbã sʋk ye.
Bi-bɩɩgã yõor yɩɩ koɛɛga, bala, a ka le tõe n vɩɩmde, wa a sẽn da tar ligda wakat ye. Ra lebga sũ-toogo, rɩɩbã ka le yaa sõma wa pĩnda ye. Yẽ ne a zĩnd-n-taasã, la tẽngã nebã, ra yaa beem.
Rẽ wã, wuk-m-meng rolb yaa lʋɩɩse",44100,168.70916099773243
